manufacturer,part #,speed,type,modules,price / gb,color,cas latency,voltage,timing,ecc / registered,heat spreader,prices,rating,reviews
g.skill,f4-4000c19d-32gtzkk,ddr4-4000,288-pin dimm,2 x 16gb,$14.031,black / silver,19,1.35 v,19-19-19-39,non-ecc / unbuffered,yes,$449.00,(0 Ratings),
kingston,hx429c15pb3ak2/16,ddr4-2933,288-pin dimm,2 x 8gb,$6.750,black,15,1.35 v,,non-ecc / unbuffered,yes,"$108.00,$108.99,$125.60","(2 Ratings, 4.5 Average)","Nice RGB, Is about 1 second behind it comes to RGB sync, But I'll draw that up to the Beta support,Overclocked to 3200MHZ at X.M.P. timings, looks great."
g.skill,f4-2400c16q-64gft,ddr4-2400,288-pin dimm,4 x 16gb,,black / red,16,1.2 v,16-16-16-39,non-ecc / unbuffered,yes,,(0 Ratings),
oloy,md4u083016bcda,ddr4-3000,288-pin dimm,2 x 8gb,$4.374,red / white,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$69.99,(0 Ratings),
adata,ax4u300038g16-srg,ddr4-3000,288-pin dimm,1 x 8gb,,red / white,16,1.35 v,,non-ecc / unbuffered,yes,,(0 Ratings),
kingston,hx430c15pb3k2/16,ddr4-3000,288-pin dimm,2 x 8gb,$5.624,black,15,1.35 v,,non-ecc / unbuffered,yes,"$89.99,$110.60",(0 Ratings),
team,tlzgd44g3000hc16c01,ddr4-3000,288-pin dimm,1 x 4gb,$5.247,silver / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$20.99,$33.23",(0 Ratings),
kingston,kvr16n11/8,ddr3-1600,240-pin dimm,1 x 8gb,$4.574,green,11,1.5 v,,non-ecc / unbuffered,no,"$36.59,$42.99,$55.61","(7 Ratings, 4.4 Average)","Great for the value. 'nuff said.,I didn't have a huge budget for this build, and I wanted to get parts that could get me the most performance per dollar, even if it meant I skimped out a little bit in some areas. RAM was one of these. I decided to go with Kingston valueRAM 1600mhz DDR3 8gb. It's pretty standard stuff and it performs great, as we all know RAM doesn't really impact performance, especially in gaming. I grabbed two sticks of this stuff. It's great, easy to install, no heatsinks so any cpu cooler will work with it.,ram is ram does what it says "
corsair,cmw32gx4m4a2666c16,ddr4-2666,288-pin dimm,4 x 8gb,$5.375,black,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$171.99,$171.99,$179.99",(0 Ratings),
corsair,cmw64gx4m8x4000c19,ddr4-4000,288-pin dimm,8 x 8gb,$22.285,black,19,1.35 v,19-23-23-45,non-ecc / unbuffered,yes,"$1426.26,$1474.99",(0 Ratings),
g.skill,f4-3200c14q2-128gtrs,ddr4-3200,288-pin dimm,8 x 16gb,,silver,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,,(0 Ratings),
corsair,cmk32gx4m2c3333c16,ddr4-3333,288-pin dimm,2 x 16gb,$4.750,black / yellow,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$151.99,$151.99,$159.99",(0 Ratings),
crucial,bls8g4d32aestk,ddr4-3200,288-pin dimm,1 x 8gb,$4.747,silver / black,16,1.35 v,,non-ecc / unbuffered,yes,"$36.99,$37.98,$38.95",(0 Ratings),
corsair,cmk32gx4m1a2666c16,ddr4-2666,288-pin dimm,1 x 32gb,$4.468,black / yellow,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$142.99,$149.99,$161.07",(0 Ratings),
crucial,bls2k4g4d240fse,ddr4-2400,288-pin dimm,2 x 4gb,$4.869,red,16,1.2 v,,non-ecc / unbuffered,yes,"$38.95,$38.99","(15 Ratings, 4.9 Average)","I was able to overclock this ram to 2633. Any attempt to go higher makes my computer cry.,Normally I would do 1 8gb stick instead of 2x of 4GB but integrated video scales really well with dual channel ram. Other than that most home users would not tell the difference if ram was in single channel or dual channel.  This kit is working well and at its rated speed right out of the box.,Great RAM, hard to go wrong with it.,Cheapest DDR4-2400 at the time I got this. Amazon.,Great value here. 2400mhz for $60 is a great deal, very durable case too. Can't go wrong here.,It was cheaper buying the 2 4gb sticks separately off , instead of buying the kit that had 2 sticks in it.  It works at its rated speed and had zero issues with it.,Its ram i got it in grey looks good works well,Red Ram. Looks matched well with rest of build. Passed memtest86 with flying colors. Worked at 2400 right out the box. ,Works great, no problems at all.,What can I say, it works perfectly, could be better if overclocked. Maybe later on i can try to see if this can be overclocked at 2666 or something like that."
corsair,cmd32gx4m4c3200c16,ddr4-3200,288-pin dimm,4 x 8gb,$6.875,silver / black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$219.99,$221.33,$229.99",(0 Ratings),
corsair,cmk32gx4m4a2666c16,ddr4-2666,288-pin dimm,4 x 8gb,$4.468,black / yellow,16,1.2 v,16-16-18-35,non-ecc / unbuffered,yes,"$142.99,$142.99,$159.99","(4 Ratings, 5.0 Average)","This is much more RAM than I will probably ever need, but I got it as a bundle from Newegg with my motherboard for a good deal. It seems fast enough and the low profile design make it a good choice for those with large coolers.,XMP profile worked as expected and handled OC to 3k just as easy. ,It's just RAM... It works I guess,Great ram, handles everything i do and more, great purchase. "
corsair,cmk16gx4m2c3200c16s,ddr4-3200,288-pin dimm,2 x 8gb,$5.312,gray,15,1.35 v,15-17-17-35,non-ecc / unbuffered,yes,$84.99,(0 Ratings),
g.skill,f4-3600c18d-16gtrs,ddr4-3600,288-pin dimm,2 x 8gb,$7.499,silver,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,$119.99,(0 Ratings),
corsair,cmk64gx4m4b3600c18,ddr4-3600,288-pin dimm,4 x 16gb,$8.125,black,18,1.35 v,18-19-19-39,non-ecc / unbuffered,yes,"$519.99,$519.99,$594.99",(0 Ratings),
corsair,cmk16gx4m4a2666c16,ddr4-2666,288-pin dimm,4 x 4gb,$5.937,black / yellow,15,1.2 v,15-15-15-36,non-ecc / unbuffered,yes,$94.99,"(10 Ratings, 4.4 Average)","I actually went with the C15 version but they are running great. Had some issues at first loading the XMP profile but after a bit of tweaking I got it going. ,Quite fast RAM will upgrade to 32GB though.,A little bit disappointed with this item, as I was not able to overclock it to DDR4-3000 as I expected. But it is a CAS 15 and the price is right.,Its Ram, its fast and plenty of capacity.,This Vengeance LPX stuff works for me the 1st time every time. Always fits, never protests XMP . . . no complaints.,Solid 16GB of RAM."
team,tf3d432g3200hc16cdc01,ddr4-3200,288-pin dimm,2 x 16gb,$5.000,black / silver,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$159.99,(0 Ratings),
crucial,bls2k16g4d240fsc,ddr4-2400,288-pin dimm,2 x 16gb,$4.061,white,16,1.2 v,,non-ecc / unbuffered,yes,"$129.94,$164.60","(10 Ratings, 4.9 Average)","A set of ram you can't go wrong with. It was white and the innards are white too when you take it apart. For a first time modding project, these were great for painting.,This RAM does exactly what it's supposed to do. I haven't had any issues with it and it looks quite nice! ,Actually the ones I have are the Ballistix 32GB Sport LT Series DDR4 2666 MHz UDIMM Memory Kit (2 x 16GB, White) from B&H. I couldn't find the 2666 MHz in the PCPartPicker parts list,The 2x16GB sticks of Crucial Ballistix Sport, DDR4 RAM were only £117 from Amazon last December (2016) and seem to offer the best ‘bang for the buck’. The red RAM heat sinks also match quite nicely with the motherboard,Like I said before he needs a lot of ram. He frequently maxed out the 16gb on his old laptop so he decided to go with 32gb now and another 32gb later.,It's fast, easy to install, and does a commendable job with photo and video rendering.,I paint with photoshop, I open a lot of pictures at the same time. I use to work on 16gb ram, and photoshop eats it all.,Little overkill but works great."
corsair,cmu64gx4m4c3200c16,ddr4-3200,288-pin dimm,4 x 16gb,$14.781,black / white,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$945.99,"(3 Ratings, 4.7 Average)","No issues, it's RAM, and it works great. Much cheaper than Corsair Dominator Platinum, which was my first choice.,Awesome ram. I wish I could control the effects via software or something though, but still awesome."
corsair,cmt16gx4m2k4600c19,ddr4-4600,288-pin dimm,2 x 8gb,$38.749,black / silver,19,1.5 v,19-26-26-46,non-ecc / unbuffered,yes,"$619.99,$704.99,$816.99",(0 Ratings),
kingston,hx424c15fbk2/8,ddr4-2400,288-pin dimm,2 x 4gb,,black / white,15,1.2 v,,non-ecc / unbuffered,yes,,"(19 Ratings, 4.9 Average)","Does RAM stuff. Does it good. Looks good while doing it.,awesome,Does the job but I will be upgrading to 16gb soon. Or even 32 if i have the patience of saving up enough.,Ram: Simple DDR4 8 gb ram, these things were kind of hard to put in, but I guess I didn't know how much pressure you actually needed to stick them in completely.,Basic RAM but a bit expensive when it was bought.  Speeds are acceptable and overall provide good performance and reliability. ,Cant go wrong with RAM, this kit is nice with its black heat spreaders. Although they do feel tacky and light, its RAM, it works, that's all that matters.,ram,It's ram. It works. Looks good too!,Fast enough to run with Ryzen architecture would upgrade to 16 GB but ram is expensive ,I can't think of anything else than Kingston when it comes to RAM. I'm sure there are other excellent memory modules on the market. The thing is, we only used Kingston RAMs in the past I don't know, many, many years. And we never had a simple problem. Not one. Which is important in this consumer world.
With the extra 8GB I would be way out of my budget, so for now I work with 8GB. I haven't tested the memory specifically so far, but haven't have a problem with it either."
kingston,hx424c15fb2k2/16,ddr4-2400,288-pin dimm,2 x 8gb,,black / silver,15,1.2 v,,non-ecc / unbuffered,yes,,"(22 Ratings, 5.0 Average)","Looks great, Performs great, and low profile. ,Works and cheap. These replaced some DOA G.Skill Trident Z. If only these had RGB.,Instead of purchasing 8gb, saved the trouble and started with 16gb, was introduced the Kingston Hyper X Fury, does the job except does not have any LED/RGB lighting. Got it on special for AUD154,Its RAM. Yeah.,This was on sale so I got 16 GBs for just 100 bucks. Works great!,Good reliable RAM. Never had any problems with Kingston RAM.,I was looking for a reliable RAM, so i go with Kingston FURY cause are selled in big numbers. No matters about it. 2400 is enough for me actually.,I don't get why this cost up to $107, but it's good for OC, and looks solid.,Bought these on a great deal, even though H170 only supports 2133 RAM. Feels bad that I can't use these to their full potential, but nonetheless they have yet to let me down and look amazing. ,I don't know about the speed RAMs have, but 2400Mhz seems enough, and it's 16GB - you don't need more than that for an everyday gamer."
corsair,cmk16gx4m2z4866c18,ddr4-4866,288-pin dimm,2 x 8gb,$52.499,black / yellow,18,1.5 v,18-26-26-46,non-ecc / unbuffered,yes,"$839.99,$839.99,$984.99",(0 Ratings),
corsair,cmk16gx4m1a2400c14,ddr4-2400,288-pin dimm,1 x 16gb,$4.436,black,14,1.2 v,14-16-16-31,non-ecc / unbuffered,no,"$70.98,$70.99,$74.99","(2 Ratings, 5.0 Average)","Again, I chose to go single stick in case there was cramming with the heatsink, which there sort of was – it was very tight.  Didn’t want to go any faster than DDR4-2400 as I’d have to overclock the CPU, which with the passive cooling I was trying to avoid.  So, just bumped things up to 2400, instead of the default 2133.  Performs admirably, but expected to see better performance scores. (9/10),Bought it second hand, well under the current prices. I am missing out on dual channel, but all-in-all, it does not provide that much of a gain.
A single stick is not that pleasing aesthetically though."
crucial,bls16g4d30aesc,ddr4-3000,288-pin dimm,1 x 16gb,$4.056,white / silver,15,1.35 v,,non-ecc / unbuffered,yes,"$64.90,$72.43,$73.99,$76.99",(0 Ratings),
kingston,hx426c16fb3a/8,ddr4-2666,288-pin dimm,1 x 8gb,$5.374,black,16,1.2 v,,non-ecc / unbuffered,yes,$42.99,(0 Ratings),
team,txkd416g4133hc18fdc01,ddr4-4133,288-pin dimm,2 x 8gb,$9.374,black / white,18,1.4 v,18-18-18-38,non-ecc / unbuffered,yes,"$149.99,$154.99",(0 Ratings),
corsair,cmt16gx4m2k3600c16,ddr4-3600,288-pin dimm,2 x 8gb,$13.124,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$209.99,$249.99",(0 Ratings),
corsair,cmk64gx4m4a2400c14,ddr4-2400,288-pin dimm,4 x 16gb,$4.109,black / yellow,14,1.2 v,14-16-16-31,non-ecc / unbuffered,yes,"$262.99,$289.99,$291.32","(2 Ratings, 4.5 Average)","Great RAM at a great price.,no complains. Currently the computer registers 61GB of ram."
g.skill,f4-3600c16d-32gtrs,ddr4-3600,288-pin dimm,2 x 16gb,$11.209,silver,16,1.35 v,16-16-16-36,non-ecc / unbuffered,yes,$358.70,(0 Ratings),
crucial,bls4g4d240fse,ddr4-2400,288-pin dimm,1 x 4gb,$4.745,red,16,1.2 v,,non-ecc / unbuffered,yes,"$18.98,$18.99,$22.98",(0 Ratings),
patriot,pve48g240c6gy,ddr4-2400,288-pin dimm,1 x 8gb,$4.499,gray,16,1.2 v,16-16-16-39,non-ecc / unbuffered,yes,"$35.99,$35.99",(0 Ratings),
kingston,kvr21s15d8/16,ddr4-2133,260-pin sodimm,1 x 16gb,,black / green,15,1.2 v,15-15-15-33,non-ecc / unbuffered,no,,(0 Ratings),
kingston,hx421c14fb/4,ddr4-2133,288-pin dimm,1 x 4gb,,black / white,14,1.2 v,,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",Gets the job done.
corsair,cmw128gx4m8c3200c16w,ddr4-3200,288-pin dimm,8 x 16gb,$5.000,white,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$639.99,$639.99,$674.99",(0 Ratings),
team,tpd48gm2400hc1601,ddr4-2400,288-pin dimm,1 x 8gb,$4.249,black / gold,16,1.2 v,,non-ecc / unbuffered,yes,$33.99,"(1 Rating, 5.0 Average)",Got this in red colour. One stick of 8gb DDR4 2400 for now due to budget limitations. Looking to up this to 16gb very soon. 
geil,gpb432gb3000c16adc,ddr4-3000,288-pin dimm,2 x 16gb,$3.531,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$112.99,(0 Ratings),
g.skill,f4-3200c16q-64gis,ddr4-3200,288-pin dimm,4 x 16gb,$3.859,red / black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,no,$246.99,(0 Ratings),
corsair,cmz16gx3m4a1600c9,ddr3-1600,240-pin dimm,4 x 4gb,$4.999,black / silver,9,1.5 v,9-9-9-24,non-ecc / unbuffered,yes,"$79.99,$84.99,$179.00","(14 Ratings, 4.7 Average)","(free) My 8gb was starting to get choppy with a bad stick, got this set for frizzle.,Fairly run of the mill 16GB kit. Does well enough, nothing fancy. Great for giving a VM 8GB dedicated when I run them."
patriot,pvr416g320c6kw,ddr4-3200,288-pin dimm,2 x 8gb,$6.249,white / black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$99.99,"(2 Ratings, 5.0 Average)","Pretty. Took the XMP to 3200 with no problems.,I went the Patriot Viper simply for the white look with the RGB."
kingston,kvr13ll9q4k4/128i,ddr3-1333,240-pin dimm,4 x 32gb,,silver,9,1.35 v,,ecc / unbuffered,yes,,(0 Ratings),
kingston,hx426c13pb3/8,ddr4-2666,288-pin dimm,1 x 8gb,$5.369,black,13,1.35 v,,non-ecc / unbuffered,yes,"$42.95,$42.95,$57.60","(1 Rating, 5.0 Average)","Got the DDR4-3000 CL15 of this but I couldn't find it so added this instead lol. XMP 2.0 enabled with no problem. Good looking and I don't want RGB because my case has no window. Don't hate on RGB, you still have options without it."
corsair,cmt64gx4m4z3600c16,ddr4-3600,288-pin dimm,4 x 16gb,$11.875,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$759.99,$829.99",(0 Ratings),
corsair,cmk32gx4m2z3200c16,ddr4-3200,288-pin dimm,2 x 16gb,$4.687,black / yellow,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$149.99,$149.99,$164.99",(0 Ratings),
klevv,kd48gu880-32a160t,ddr4-3200,288-pin dimm,1 x 8gb,,black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pvs416g340c6k,ddr4-3400,288-pin dimm,2 x 8gb,$5.624,gray,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,$89.99,"(1 Rating, 5.0 Average)","Only pushed speed to 3200 - 3400 was probably possible, but ran out of time to fiddle with it before gifting. Will take a look at it later when I go visit. Aesthetics fit perfectly in the no-RGB build; nice low clearance."
corsair,cmw32gx4m2a2666c16w,ddr4-2666,288-pin dimm,2 x 16gb,$4.562,white,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$145.99,$154.99",(0 Ratings),
patriot,pv416g373c7k,ddr4-3733,288-pin dimm,2 x 8gb,,red / black,17,1.35 v,17-21-21-41,non-ecc / unbuffered,yes,,"(1 Rating, 5.0 Average)",Price was great for this high speed memory. I was not caring about looks really and this is good enough and fast. No problems with it at 3600 out of the box I will try to get more some day.
corsair,cmw16gx4m2z4000c18,ddr4-4000,288-pin dimm,2 x 8gb,$14.999,black,18,1.35 v,18-22-22-42,non-ecc / unbuffered,yes,"$239.99,$264.99,$278.01",(0 Ratings),
crucial,ct8g4dfs8213,ddr4-2133,288-pin dimm,1 x 8gb,$6.830,black / green,15,1.2 v,,non-ecc / unbuffered,no,$54.64,"(23 Ratings, 4.6 Average)","It's RAM. It RAMs. Whoopee. ,I found this to be the cheapest 8GB 2133MHz RAM stick I could find. 16GB is currently overkill for 1080p gaming and basic Windows multitasking. I've never gone over 70% memory usage and it usually hovers around 40-50% with several applications running.,Ugly but works,Don't like asthetics.... But RAM is RAM,Random Access Memories, a fantastic album by Daft Punk. That's what this is...right?,Nothing fancy, it's Crucial, my go to brand, it'll do it's job just fine.,Was cheap and works....,It is RAM. It is 8GB. It works. It's RAM what do I even say?,Cheap and fast!,itz rem wot u want loul
(Oct 7, 2018) another one"
samsung,m386a4g40dm0-cpb,ddr4-2133,288-pin dimm,1 x 32gb,$2.797,black / green,15,1.2 v,,ecc / registered,no,$89.49,(0 Ratings),
g.skill,f4-3866c18d-32gtzr,ddr4-3866,288-pin dimm,2 x 16gb,,black,18,1.35 v,18-18-18-38,non-ecc / unbuffered,yes,,(0 Ratings),
crucial,blt2k8g4d30aet4k,ddr4-3000,288-pin dimm,2 x 8gb,$4.686,silver,15,1.35 v,,non-ecc / unbuffered,yes,"$74.98,$89.99,$92.99",(0 Ratings),
adata,ax4u300038g16a-dr30,ddr4-3000,288-pin dimm,2 x 8gb,,silver / red,16,1.35 v,,non-ecc / unbuffered,yes,,(0 Ratings),
patriot,pve416g266c6gy,ddr4-2666,288-pin dimm,1 x 16gb,$3.937,silver / black,16,1.2 v,16-17-17-36,non-ecc / unbuffered,yes,"$62.99,$64.99",(0 Ratings),
patriot,pv316g160c0k,ddr3-1600,240-pin dimm,2 x 8gb,$3.937,black / silver,10,1.5 v,,non-ecc / unbuffered,yes,$62.99,"(2 Ratings, 5.0 Average)",
