manufacturer,model,part #,core count,core clock,boost clock,tdp,series,microarchitecture,core family,socket,integrated graphics,maximum supported memory,ecc support,packaging,includes cpu cooler,l1 cache,l2 cache,l3 cache,lithography,simultaneous multithreading,prices,rating,reviews
amd,a4-6300b,ad630boka23hl,2,3.7 ghz,3.9 ghz,65 w,amd a4,piledriver,richland,fm2,radeon hd 8370d,,no,oem/tray,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,a10-6800k,ad680kwoa44hl,4,4.1 ghz,,100 w,amd a10,piledriver,richland,fm2,radeon hd 8670d,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 1 mb,none,32 nm,no,,(0 Ratings),
intel,pentium g620t,bx80623g620t,2,2.2 ghz,,35 w,intel pentium,sandy bridge,sandy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,32 nm,no,,(0 Ratings),
intel,celeron g465,bx80623g465,2,1.9 ghz,,35 w,intel celeron,sandy bridge,sandy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 1.5 mb,32 nm,no,,(0 Ratings),
amd,athlon ii x2 260,adx260ock23gm,2,3.2 ghz,,65 w,amd athlon ii x2,k10,regor,am3,none,,no,oem/tray,no,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
amd,,ad5370jah44hm,4,2.2 ghz,,25 w,amd athlon,jaguar,kabini,am1,radeon r3 (on die),,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,1 x 2 mb,none,28 nm,no,,(0 Ratings),
amd,athlon ii x4 630,adx630wfk42gi,4,2.8 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,phenom ii x4 925,hdx925wfk4dgm,4,2.8 ghz,,95 w,amd phenom ii x4,k10,deneb,am3,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,,bxc80671i76950x,10,3 ghz,3.5 ghz,140 w,intel core i7 extreme,broadwell,broadwell-e,lga2011-3,none,,no,boxed,no,10 x 32 kb instruction 10 x 32 kb data,10 x 256 kb,1 x 25 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,core 2 quad q9550s,bx80569q9550s,4,2.83 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q9505,at80580pj0736mg,4,2.83 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 3 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q9450,eu80569pj067n,4,2.66 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q9400s,bx80580q9400s,4,2.66 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 3 mb,none,45 nm,no,,(0 Ratings),
intel,core i7-860s,bv80605003210ad,4,2.53 ghz,,82 w,intel core i7,nehalem,lynnfield,lga1156,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,,(0 Ratings),
intel,core 2 duo e7400,at80571ph0723ml,2,2.8 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 3 mb,none,45 nm,no,,(0 Ratings),
intel,pentium e5500,at80571pg0722ml,2,2.8 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,pentium e5300,at80571pg0642ml,2,2.6 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,$79.40,(0 Ratings),
intel,pentium e2140,bx80557e2140r,2,1.6 ghz,,65 w,intel pentium,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,,(0 Ratings),
amd,phenom ii x3 740 black,hdz740wfgibox,3,3 ghz,,95 w,amd phenom ii x3,k10,heka,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,1 x 6 mb,45 nm,no,,"(1 Rating, 5.0 Average)",
amd,phenom ii x3 710,hdx710wfgibox,3,2.6 ghz,,95 w,amd phenom ii x3,k10,heka,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
amd,athlon ii x4 635,adx635wfgmbox,4,2.9 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x4 630,adx630wfgibox,4,2.8 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,"(1 Rating, 5.0 Average)",Works well for low budget old chip
intel,celeron g540,bx80623g540,2,2.5 ghz,,65 w,intel celeron,sandy bridge,sandy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 2 mb,32 nm,no,$126.41,"(2 Ratings, 4.0 Average)",
intel,core 2 duo e6550,hh80557pj0534mg,2,2.33 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,$115.47,(0 Ratings),
intel,pentium e6300,bx80571e6300,2,2.8 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,$105.31,(0 Ratings),
intel,xeon e3-1220 v5,cm8066201921804,4,3 ghz,3.5 ghz,80 w,intel xeon e3,skylake,skylake-h,lga1151,none,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,,(0 Ratings),
intel,,cm8067702871024,4,3.3 ghz,3.7 ghz,73 w,intel xeon e3,kaby lake,kaby lake-s,lga1151,intel hd graphics p630,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,$655.00,(0 Ratings),
intel,pentium g4520,cm8066201927407,2,3.6 ghz,,51 w,intel pentium,skylake,skylake-s,lga1151,intel hd graphics 530,64 gb,yes,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,14 nm,no,$255.00,(0 Ratings),
intel,,bxc80677i57500t,4,2.7 ghz,3.3 ghz,35 w,intel core i5,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,,(0 Ratings),
intel,,bxc80677i57400t,4,2.4 ghz,3 ghz,35 w,intel core i5,kaby lake,kaby lake-s,lga1151,intel hd graphics 630,64 gb,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,14 nm,no,,(0 Ratings),
intel,xeon e3-1275 v2,cm8063701098702,4,3.5 ghz,,77 w,intel xeon e3,ivy bridge,ivy bridge,lga1155,intel hd graphics p4000,,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,4 x 8 mb,22 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e5-2609 v3,bx80644e52609v3,6,1.9 ghz,,85 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,boxed,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,no,$872.00,(0 Ratings),
intel,xeon e3-1245 v5,cm8066201934913,4,3.5 ghz,3.9 ghz,80 w,intel xeon e3,skylake,skylake-h,lga1151,intel hd graphics p530,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e3-1226 v3,bx80646e31226v3,4,3.3 ghz,3.7 ghz,84 w,intel xeon e3,haswell refresh,haswell refresh,lga1150,intel hd graphics p4600,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,no,,(0 Ratings),
intel,pentium g3440,bx80646g3440,2,3.3 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,core 2 duo e8190,eu80570pj0676mn,2,2.66 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e6540,hh80557pj0534m,2,2.33 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,pentium e5400,at80571pg0682ml,2,2.7 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e4400,bx80557e4400,2,2 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,65 nm,no,$127.22,(0 Ratings),
intel,pentium e2160,bx80557e2160r,2,1.8 ghz,,65 w,intel pentium,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,,(0 Ratings),
intel,celeron e1600,hh80557pg056d,2,2.4 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
intel,celeron e1600,bx80557e1600,2,2.4 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
intel,celeron e1500,hh80557pg049d,2,2.2 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
intel,celeron e1200,hh80557pg025d,2,1.6 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
amd,athlon ii x4 600e,ad600ehdgibox,4,2.2 ghz,,45 w,amd athlon ii x4,k10,propus,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x3 405e,ad405ehdgmbox,3,2.3 ghz,,45 w,amd athlon ii x3,k10,rana,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x3 405e,ad405ehdgibox,3,2.3 ghz,,45 w,amd athlon ii x3,k10,rana,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,(0 Ratings),
intel,celeron 440,hh80557rg041512,1,2 ghz,,35 w,intel celeron,core,conroe,lga775,none,,no,oem/tray,no,1 x 32 kb instruction 1 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
amd,athlon ii x3 440,adx440wfgibox,3,3 ghz,,95 w,amd athlon ii x3,k10,rana,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,"(1 Rating, 4.0 Average)",Works well. Lack of cache versus Phenom II makes a huge difference.
intel,celeron 430,bx50887430,1,1.8 ghz,,35 w,intel celeron,core,conroe,lga775,none,,no,boxed,yes,1 x 32 kb instruction 1 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
amd,a6-3650,ad3650wnz43gx,4,2.6 ghz,,100 w,amd a6,k10,llano,fm1,radeon hd 6530d,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,a6-7470k,ad747kybi23jc,2,3.7 ghz,4 ghz,65 w,amd a6,steamroller,godavari,fm2+,radeon r5 (on die),,no,oem/tray,no,2 x 96 kb instruction 2 x 16 kb data,1 x 1 mb,none,28 nm,no,,(0 Ratings),
amd,a10-7890k,ad789kxdi44jc,4,4.1 ghz,4.3 ghz,95 w,amd a10,steamroller,godavari,fm2+,radeon r7 (on-die),,no,oem/tray,no,2 x 96 kb instruction 4 x 16 kb data,2 x 2 mb,none,28 nm,no,,(0 Ratings),
amd,opteron 4386,os4386wlu8khk,8,3.1 ghz,3.8 ghz,95 w,amd opteron,piledriver,seoul,c32,none,,no,oem/tray,no,4 x 64 kb instruction 8 x 16 kb data,4 x 2 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
intel,xeon e5-2603 v2,bx80635e52603v2,4,1.8 ghz,,80 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 10 mb,22 nm,no,,(0 Ratings),
intel,pentium g3460,bx80646g3460,2,3.5 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,pentium g2130,bx80637g2130,2,3.2 ghz,,55 w,intel pentium,ivy bridge,ivy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,pentium g3450,bx80646g3450,2,3.4 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,"(1 Rating, 5.0 Average)","Does what I purchased it for, nothing was broken. Good value if you don't plan on overclocking. However, I would not recommend getting any dual-core CPU after 2015 as it has a tough time dealing with multiple applications at the same time."
intel,pentium g3430,bx80646g3430,2,3.3 ghz,,54 w,intel pentium,haswell,haswell,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
amd,e2-series e2-3200,ed3200ojgxbox,2,2.4 ghz,,65 w,amd e2-series,k10,llano,fm1,radeon hd 6370d,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,none,32 nm,no,,(0 Ratings),
amd,athlon ii x4 638,ad638xojz43gx,4,2.7 ghz,,65 w,amd athlon ii x4,k10,llano,fm1,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,athlon ii x2 221,ad221xojgxbox,2,2.8 ghz,,65 w,amd athlon ii x2,k10,llano,fm1,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,none,32 nm,no,,(0 Ratings),
amd,athlon ii x2 221,ad221xojz22gx,2,2.8 ghz,,65 w,amd athlon ii x2,k10,llano,fm1,none,,no,oem/tray,no,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,none,32 nm,no,,(0 Ratings),
amd,fx-8140,fd8140wmw8kgu,8,3.2 ghz,4.1 ghz,95 w,amd fx,bulldozer,zambezi,am3+,none,,no,oem/tray,no,4 x 64 kb instruction 8 x 16 kb data,4 x 2 mb,1 x 8 mb,32 nm,no,,(0 Ratings),
amd,a4-3400,ad3400ojz22hx,2,2.7 ghz,,65 w,amd a4,k10,llano,fm1,radeon hd 6410d,,no,oem/tray,no,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,none,32 nm,no,,(0 Ratings),
amd,a10-6790k,ad679kwoa44hl,4,4 ghz,4.3 ghz,100 w,amd a10,piledriver,richland,fm2,radeon hd 8670d,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,none,32 nm,no,,(0 Ratings),
amd,a10-6790b,ad679bwoa44hl,4,4 ghz,,100 w,amd a10,piledriver,richland,fm2,radeon hd 8670d,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,none,32 nm,no,,(0 Ratings),
intel,celeron g555,bx80623g555,2,2.7 ghz,,65 w,intel celeron,sandy bridge,sandy bridge,lga1155,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 2 mb,32 nm,no,,(0 Ratings),
amd,athlon ii x2 245,adx245ocgmbox,2,2.9 ghz,,65 w,amd athlon ii x2,k10,regor,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
intel,pentium g3260,cm8064601482506,2,3.3 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,xeon e3-1235,bx80623e31235,4,3.2 ghz,,95 w,intel xeon e3,sandy bridge,sandy bridge,lga1155,intel hd graphics,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,32 nm,yes: hyper-threading,$234.00,(0 Ratings),
amd,athlon ii x3 425,adx425wfk32gi,3,2.7 ghz,,95 w,amd athlon ii x3,k10,rana,am3,none,,no,oem/tray,no,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,(0 Ratings),
intel,xeon e5-2670,cm8062101082713,8,2.6 ghz,3.3 ghz,115 w,intel xeon e5,sandy bridge,sandy bridge-ep,lga2011,none,,yes,oem/tray,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 20 mb,32 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e3-1225 v5,cm8066201922605,4,3.3 ghz,3.7 ghz,80 w,intel xeon e3,skylake,skylake-h,lga1151,intel hd graphics p530,64 gb,yes,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,,(0 Ratings),
intel,xeon e5-2609 v3,cm8064401850800,6,1.9 ghz,,85 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,no,,(0 Ratings),
intel,pentium g3460,cm8064601482508,2,3.5 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,pentium g3250,cm8064601562019,2,3.2 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
amd,athlon x2 450,ad450xybi23ja,2,3.5 ghz,3.9 ghz,65 w,amd athlon x2,steamroller,kaveri,fm2+,none,,no,oem/tray,no,1 x 96 kb instruction 2 x 16 kb data,1 x 1 mb,none,28 nm,no,,(0 Ratings),
amd,a6 pro-7400b,ad740bybi23ja,2,3.5 ghz,3.9 ghz,65 w,amd a6,steamroller,kaveri,fm2+,radeon r5 (on die),,no,oem/tray,no,1 x 96 kb instruction 2 x 16 kb data,1 x 1 mb,none,28 nm,no,,(0 Ratings),
amd,a4 pro-7300b,ad730boka23hl,2,3.8 ghz,4 ghz,65 w,amd a4,piledriver,richland,fm2,radeon hd 8470d,,no,oem/tray,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
amd,a6-6420k,ad642koka23hl,2,4 ghz,4.2 ghz,65 w,amd a6,piledriver,richland,fm2,radeon hd 8000 series,,no,oem/tray,no,1 x 64 kb instruction 2 x 16 kb data,1 x 1 mb,none,32 nm,no,,(0 Ratings),
intel,core 2 extreme qx9775,eu80574xl088n,4,3.2 ghz,,150 w,intel core 2 extreme,core,yorkfield,lga771,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 extreme qx9775,bx80574qx9775p,4,3.2 ghz,,150 w,intel core 2 extreme,core,yorkfield,lga771,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 extreme qx9770,eu80569xl088nl,4,3.2 ghz,,136 w,intel core 2 extreme,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 extreme qx6850,hh80562xj0808m,4,3 ghz,,130 w,intel core 2 extreme,core,kentsfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,core 2 extreme qx6800,hh80562ph0778m,4,2.93 ghz,,100 w,intel core 2 extreme,core,kentsfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,core 2 extreme qx6700,hh80562ph0678m,4,2.66 ghz,,100 w,intel core 2 extreme,core,kentsfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,core 2 quad q9400s,at80580aj0676m,4,2.66 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 3 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q8400s,at80580aj0674ml,4,2.66 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q8200s,bx80580q8200s,4,2.33 ghz,,65 w,intel core 2 quad,core,yorkfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q8200,eu80580pj0534mn,4,2.33 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 quad q6700,hh80562ph0678mk,4,2.66 ghz,,100 w,intel core 2 quad,core,kentsfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,core i5-750s,bx80605i5750s,4,2.4 ghz,,82 w,intel core i5,nehalem,lynnfield,lga1156,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,no,,(0 Ratings),
amd,phenom ii x6 1065t,hdt65twfk6dgr,6,2.7 ghz,,95 w,amd phenom ii x6,k10,thuban,am3,none,,no,oem/tray,no,6 x 64 kb instruction 6 x 64 kb data,6 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
intel,core 2 duo e8300,eu80570pj0736m,2,2.83 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 6 mb,none,45 nm,no,$119.95,(0 Ratings),
intel,core 2 duo e6700,bx805576700,2,2.66 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 4 mb,none,65 nm,no,,(0 Ratings),
intel,pentium e6600,at80571ph0832ml,2,3.06 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,(0 Ratings),
intel,core 2 duo e6400,bx805576400,2,2.13 ghz,,65 w,intel core 2 duo,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,65 nm,no,,(0 Ratings),
intel,pentium e6300,at80571ph0722ml,2,2.8 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,$119.95,(0 Ratings),
intel,pentium e2140,hh80557pg0251m,2,1.6 ghz,,65 w,intel pentium,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,,(0 Ratings),
intel,celeron e1500,bx80557e1500,2,2.2 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
intel,celeron e1400,hh80557pg041d,2,2 ghz,,65 w,intel celeron,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
amd,phenom ii x3 705e,hd705eocgibox,3,2.5 ghz,,65 w,amd phenom ii x3,k10,heka,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
amd,athlon ii x3 400e,ad400ehdgibox,3,2.2 ghz,,45 w,amd athlon ii x3,k10,rana,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x2 245e,ad245ehdgmbox,2,2.9 ghz,,45 w,amd athlon ii x2,k10,regor,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
amd,phenom ii x4 925,hdx925wfgibox,4,2.8 ghz,,95 w,amd phenom ii x4,k10,deneb,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,,(0 Ratings),
amd,athlon ii x3 435,adx435wfgmbox,3,2.9 ghz,,95 w,amd athlon ii x3,k10,rana,am3,none,,no,boxed,yes,3 x 64 kb instruction 3 x 64 kb data,3 x 512 kb,none,45 nm,no,,(0 Ratings),
intel,celeron 420,bx80557420r,1,1.6 ghz,,35 w,intel celeron,core,conroe,lga775,none,,no,boxed,yes,1 x 32 kb instruction 1 x 32 kb data,1 x 512 kb,none,65 nm,no,,(0 Ratings),
amd,athlon ii x2 255,adx255ocgqbox,2,3.1 ghz,,65 w,amd athlon ii x2,k10,regor,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
